folder_type,subfolder,filename,response,yes_no,explanation
raw,mitotic,ann_383.png,"Yes. The central cell displays condensed, dark chromosomal material forming a distinct, irregular structure consistent with a mitotic figure, lacking an intact nuclear membrane.",yes.,"The central cell displays condensed, dark chromosomal material forming a distinct, irregular structure consistent with a mitotic figure, lacking an intact nuclear membrane."
raw,mitotic,ann_384.png,"YES. The cell at the center displays condensed, dark, and irregularly shaped chromosomal material with no distinct nuclear membrane, consistent with a mitotic figure (likely in metaphase).",yes.,"The cell at the center displays condensed, dark, and irregularly shaped chromosomal material with no distinct nuclear membrane, consistent with a mitotic figure (likely in metaphase)."
raw,mitotic,ann_39.png,"Yes. The central cell displays condensed, dark chromatin arranged in two distinct, irregular masses typical of the metaphase or early anaphase stage, with no observable nuclear membrane.",yes.,"The central cell displays condensed, dark chromatin arranged in two distinct, irregular masses typical of the metaphase or early anaphase stage, with no observable nuclear membrane."
raw,mitotic,ann_40.png,"Yes. The cell at the center shows a distinct, rod-like configuration of condensed chromatin characteristic of the metaphase stage of mitosis, lacking a clear nuclear membrane.",yes.,"The cell at the center shows a distinct, rod-like configuration of condensed chromatin characteristic of the metaphase stage of mitosis, lacking a clear nuclear membrane."
raw,mitotic,ann_403.png,"Yes. The cell at the center displays condensed, dark chromatin in a distinct, disorganized pattern characteristic of a mitotic figure, lacking an intact nuclear membrane.",yes.,"The cell at the center displays condensed, dark chromatin in a distinct, disorganized pattern characteristic of a mitotic figure, lacking an intact nuclear membrane."
raw,mitotic,ann_404.png,"YES. The cell at the center shows a clear mitotic figure with densely packed, irregularly shaped chromatin arranged in distinct bundles or arms, indicating that the nuclear membrane has dissolved and the chromosomes are condensing during active division.",yes.,"The cell at the center shows a clear mitotic figure with densely packed, irregularly shaped chromatin arranged in distinct bundles or arms, indicating that the nuclear membrane has dissolved and the chromosomes are condensing during active division."
raw,mitotic,ann_406.png,"Yes. The cell at the center exhibits characteristic chromosome condensation and a disorganized, irregular morphology consistent with a mitotic figure, lacking an intact nuclear membrane.",yes.,"The cell at the center exhibits characteristic chromosome condensation and a disorganized, irregular morphology consistent with a mitotic figure, lacking an intact nuclear membrane."
raw,mitotic,ann_41.png,"YES. The cell at the center displays condensed, dark chromatin arranged in a chaotic, irregular shape without a visible nuclear membrane, which is consistent with the chromosomal alignment characteristic of a mitotic figure.",yes.,"The cell at the center displays condensed, dark chromatin arranged in a chaotic, irregular shape without a visible nuclear membrane, which is consistent with the chromosomal alignment characteristic of a mitotic figure."
raw,mitotic,ann_46.png,"Yes. The central cell displays condensed, dark chromosomal material arranged in a characteristic star-shaped configuration with no visible nuclear membrane, which is diagnostic of a mitotic figure in metaphase.",yes.,"The central cell displays condensed, dark chromosomal material arranged in a characteristic star-shaped configuration with no visible nuclear membrane, which is diagnostic of a mitotic figure in metaphase."
raw,mitotic,ann_48.png,"Yes. The cell at the center displays condensed, dark, elongated chromosomal material with an irregular, non-spherical shape, which is characteristic of a mitotic figure where the nuclear membrane has dissolved.",yes.,"The cell at the center displays condensed, dark, elongated chromosomal material with an irregular, non-spherical shape, which is characteristic of a mitotic figure where the nuclear membrane has dissolved."
raw,mitotic,ann_6.png,"YES. The cell at the center exhibits dark, irregular, condensed chromatin organized into distinct, angular, and clumped structures characteristic of active mitosis, with no discernible nuclear membrane.",yes.,"The cell at the center exhibits dark, irregular, condensed chromatin organized into distinct, angular, and clumped structures characteristic of active mitosis, with no discernible nuclear membrane."
raw,mitotic,ann_60.png,"YES. The cell at the center exhibits condensed, dark chromosomal material arranged in a characteristic V-shaped or star-like formation typical of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell at the center exhibits condensed, dark chromosomal material arranged in a characteristic V-shaped or star-like formation typical of a mitotic figure, with no visible nuclear membrane."
raw,mitotic,ann_65.png,"YES. The central cell displays condensed, dark, angular chromosome clusters typical of a mitotic figure, with no visible nuclear membrane, distinguishing it from a hyperchromatic or apoptotic nucleus.",yes.,"The central cell displays condensed, dark, angular chromosome clusters typical of a mitotic figure, with no visible nuclear membrane, distinguishing it from a hyperchromatic or apoptotic nucleus."
raw,mitotic,ann_66.png,"Yes. The cell at the center exhibits distinct, condensed, and asymmetric chromosomal material with a lack of a visible nuclear membrane, which are hallmark features of a mitotic figure.",yes.,"The cell at the center exhibits distinct, condensed, and asymmetric chromosomal material with a lack of a visible nuclear membrane, which are hallmark features of a mitotic figure."
raw,mitotic,ann_68.png,"YES. The central cell displays condensed, dark chromosomal material with a distinct, irregular, and chaotic appearance, characteristic of a mitotic figure where the nuclear membrane is no longer intact.",yes.,"The central cell displays condensed, dark chromosomal material with a distinct, irregular, and chaotic appearance, characteristic of a mitotic figure where the nuclear membrane is no longer intact."
raw,mitotic,ann_7.png,"YES. The cell at the center displays the hallmark morphology of a mitotic figure, characterized by the breakdown of the nuclear membrane and the presence of darkly stained, condensed chromosomes arranged in a disorganized, clumped configuration.",yes.,"The cell at the center displays the hallmark morphology of a mitotic figure, characterized by the breakdown of the nuclear membrane and the presence of darkly stained, condensed chromosomes arranged in a disorganized, clumped configuration."
raw,mitotic,ann_80.png,"YES. The central cell displays clear evidence of condensed, dark, irregular chromosomal material arranged in a V-shaped or star-like configuration characteristic of metaphase or anaphase, with no intact nuclear membrane visible.",yes.,"The central cell displays clear evidence of condensed, dark, irregular chromosomal material arranged in a V-shaped or star-like configuration characteristic of metaphase or anaphase, with no intact nuclear membrane visible."
