folder_type,subfolder,filename,response,yes_no,explanation
bbox,hard_negative,ann_137.png,"Yes. The cell within the red box displays condensed, dark, and disorganized chromatin characteristic of the mitotic phase in cell division.",yes.,"The cell within the red box displays condensed, dark, and disorganized chromatin characteristic of the mitotic phase in cell division."
bbox,hard_negative,ann_138.png,"No, the cell is in interphase because it possesses a distinct, intact nuclear membrane and a clearly defined nucleolus, rather than the condensed, irregular chromosomal morphology characteristic of mitosis.","no,","the cell is in interphase because it possesses a distinct, intact nuclear membrane and a clearly defined nucleolus, rather than the condensed, irregular chromosomal morphology characteristic of mitosis."
bbox,hard_negative,ann_142.png,"Yes. The cell within the red box displays condensed, dark chromatin characteristic of a mitotic figure, appearing as an irregularly shaped, hyperchromatic mass rather than a standard interphase nucleus.",yes.,"The cell within the red box displays condensed, dark chromatin characteristic of a mitotic figure, appearing as an irregularly shaped, hyperchromatic mass rather than a standard interphase nucleus."
bbox,hard_negative,ann_143.png,"Yes, this cell is undergoing mitosis because it exhibits the characteristic dark, condensed, and irregularly shaped chromatin typical of a cell in the process of nuclear division.","yes,","this cell is undergoing mitosis because it exhibits the characteristic dark, condensed, and irregularly shaped chromatin typical of a cell in the process of nuclear division."
bbox,hard_negative,ann_145.png,"Yes. The cell within the red box displays the characteristic condensed, dark, basophilic chromatin typical of a mitotic figure, likely in the metaphase or anaphase stage.",yes.,"The cell within the red box displays the characteristic condensed, dark, basophilic chromatin typical of a mitotic figure, likely in the metaphase or anaphase stage."
bbox,hard_negative,ann_146.png,"Yes. The cell exhibits classic features of a mitotic figure, characterized by condensed, dark-staining chromatin (chromosomes) that lack a distinct nuclear envelope.",yes.,"The cell exhibits classic features of a mitotic figure, characterized by condensed, dark-staining chromatin (chromosomes) that lack a distinct nuclear envelope."
bbox,hard_negative,ann_148.png,"Yes. The cell within the bounding box exhibits condensed, basophilic chromatin typical of a mitotic figure, characterized here by a star-like morphology often seen in anaphase or metaphase.",yes.,"The cell within the bounding box exhibits condensed, basophilic chromatin typical of a mitotic figure, characterized here by a star-like morphology often seen in anaphase or metaphase."
bbox,hard_negative,ann_149.png,"Yes, this cell is undergoing mitosis because it exhibits the characteristic dense, dark, and condensed chromatin pattern of a nucleus in a mitotic phase, lacking a defined nuclear membrane and nucleoli.","yes,","this cell is undergoing mitosis because it exhibits the characteristic dense, dark, and condensed chromatin pattern of a nucleus in a mitotic phase, lacking a defined nuclear membrane and nucleoli."
bbox,hard_negative,ann_15.png,"Yes. The cell within the red box displays the characteristic condensed, dark-staining, ""clumped"" chromatin appearance of a mitotic figure, lacking a clearly defined nuclear membrane.",yes.,"The cell within the red box displays the characteristic condensed, dark-staining, ""clumped"" chromatin appearance of a mitotic figure, lacking a clearly defined nuclear membrane."
bbox,hard_negative,ann_150.png,"Yes. The cell within the red box displays condensed, darkly staining chromatin characteristic of the mitotic figures observed in actively dividing cancer cells.",yes.,"The cell within the red box displays condensed, darkly staining chromatin characteristic of the mitotic figures observed in actively dividing cancer cells."
bbox,hard_negative,ann_151.png,"Yes. The cell within the red box displays the characteristic morphology of a mitotic figure, specifically showing chromatin condensation and the arrangement of chromosomes consistent with the metaphase or anaphase stage of cell division.",yes.,"The cell within the red box displays the characteristic morphology of a mitotic figure, specifically showing chromatin condensation and the arrangement of chromosomes consistent with the metaphase or anaphase stage of cell division."
bbox,hard_negative,ann_152.png,"Yes. The cell within the red box displays the characteristic crescent-shaped, hyperchromatic, and condensed chromatin structure typical of a mitotic figure in an H&E stained tissue section.",yes.,"The cell within the red box displays the characteristic crescent-shaped, hyperchromatic, and condensed chromatin structure typical of a mitotic figure in an H&E stained tissue section."
bbox,hard_negative,ann_153.png,"Yes. The highlighted cell displays a characteristic condensed, dark-staining morphology indicative of chromosomes aligned during metaphase.",yes.,"The highlighted cell displays a characteristic condensed, dark-staining morphology indicative of chromosomes aligned during metaphase."
bbox,hard_negative,ann_157.png,"Yes. The cell within the red box displays the characteristic condensed, dark-staining chromatin of a mitotic figure, likely in the late prophase or metaphase stage.",yes.,"The cell within the red box displays the characteristic condensed, dark-staining chromatin of a mitotic figure, likely in the late prophase or metaphase stage."
bbox,hard_negative,ann_158.png,"Yes. The cell within the red box displays condensed, disorganized chromatin material typical of a cell in the mitotic phase, specifically showing features consistent with metaphase or early anaphase, rather than a normal, intact nucleus with a defined nuclear membrane and nucleoli.",yes.,"The cell within the red box displays condensed, disorganized chromatin material typical of a cell in the mitotic phase, specifically showing features consistent with metaphase or early anaphase, rather than a normal, intact nucleus with a defined nuclear membrane and nucleoli."
bbox,hard_negative,ann_159.png,"No, the cell is not undergoing mitosis because the nucleus displays a distinct, intact nuclear membrane and a visible nucleolus, rather than the condensed, irregular chromatin characteristic of mitotic figures.","no,","the cell is not undergoing mitosis because the nucleus displays a distinct, intact nuclear membrane and a visible nucleolus, rather than the condensed, irregular chromatin characteristic of mitotic figures."
bbox,hard_negative,ann_16.png,"No. The cell within the red box displays a typical interphase nucleus with a clearly visible nucleolus and intact nuclear envelope, showing no signs of condensed chromatin or chromosomal alignment characteristic of mitotic figures.",no.,"The cell within the red box displays a typical interphase nucleus with a clearly visible nucleolus and intact nuclear envelope, showing no signs of condensed chromatin or chromosomal alignment characteristic of mitotic figures."
bbox,hard_negative,ann_160.png,"Yes. The cell within the red box displays the characteristic condensed, dark, and irregularly shaped chromatin typical of a mitotic figure rather than the distinct nuclear membrane and nucleoli seen in interphase cells.",yes.,"The cell within the red box displays the characteristic condensed, dark, and irregularly shaped chromatin typical of a mitotic figure rather than the distinct nuclear membrane and nucleoli seen in interphase cells."
